ind_tr,ind_pt,ind_ru,ind_fr,ind_it,ind_es
599,13778,8427,5481,19481,9039
2033,15837,8243,3938,8130,10343
14598,8896,17055,5063,974,9009
19613,18299,21848,9376,7811,3968
16106,3915,21491,18825,167,21074
9176,13857,7650,2903,16817,12797
5433,4367,10205,19486,11110,6569
2142,6371,8267,19189,12815,13239
3258,9632,11561,5377,13862,11132
1518,15960,329,1691,11271,1907
4094,5931,19009,10493,17025,11633
8961,19690,20896,7952,9054,5600
13170,4619,15806,20236,165,4012
3425,8098,8116,10170,8926,17438
16201,933,19304,1719,12396,21628
8681,10146,21365,19855,18937,14046
10070,20733,9514,17945,5613,17322
20480,16136,7355,1470,4287,16138
18956,19766,8670,18699,8849,13339
6716,15570,17085,12361,21293,18282
5558,1456,2482,10060,9501,5612
21493,7423,12237,12559,13660,5273
16848,10110,7250,14552,1472,5288
17849,16252,4556,6638,5112,16667
8867,8003,15034,4162,16629,17967
6000,1982,15291,4129,8585,1691
17168,9047,7312,21149,12528,14902
20529,3365,14712,4459,9876,3106
3047,13732,3533,5939,9175,7005
3951,1632,13308,61,12603,5062
19230,16663,5604,5698,4262,2228
4412,2401,5347,9729,14132,12872
3603,518,5481,19602,7356,13013
11002,17860,11438,250,9748,7541
10719,12174,15306,16073,10521,10901
5487,13775,14725,9957,10805,11994
8416,13713,17154,4373,3892,11104
7964,15357,1046,6113,15944,436
13368,7841,10442,1200,18047,13845
1973,22141,759,5996,20016,17590
7326,18903,8908,8011,5208,2325
10498,584,5774,5381,16544,20138
2329,8660,21154,12116,13265,19006
19701,11321,21330,19237,19012,12161
514,1059,20525,11548,7853,14524
14340,6850,13512,18721,5084,18564
20180,6357,21166,7116,456,4858
941,12803,2565,9226,3578,695
904,19761,2350,9133,11492,5527
2092,11730,7584,7028,1534,5194
8909,16423,14807,12321,19643,7283
7280,8643,14764,3629,10942,1847
19168,19175,4884,8835,15777,8571
14717,18610,8317,12548,8822,21110
14675,21246,3938,11343,1871,11205
3009,13068,3921,16023,674,14535
7090,9042,18551,11160,6091,12511
5109,1423,19536,14300,6400,2858
10499,18257,6053,8270,5127,2659
5142,15526,4015,6238,13624,17039
8902,4531,4916,10458,1460,1525
4553,13520,3528,18785,12683,4019
11252,3310,22168,5940,17050,2906
22314,21773,6128,18248,1156,16295
912,7756,14473,2780,20778,5034
5830,19367,17279,18068,16329,508
5680,1685,14428,20423,8397,3654
4660,4616,17654,21340,6759,9438
1855,19950,4632,3892,4261,9612
4184,5032,4683,4338,10493,9432
5607,21831,10832,12837,733,21456
15944,11811,12036,11329,11486,4933
19818,16114,4107,20993,2195,3107
13768,16298,9292,20532,18326,13064
6670,17636,9486,20374,3304,20478
16263,8671,15360,2866,18511,17828
9607,8834,19946,9974,17443,11564
16701,3480,17366,8068,15510,15910
13740,1895,715,12861,4678,13378
22345,12931,16895,8445,9068,3879
15117,9463,10734,22049,3635,6033
14774,5332,21370,17102,14026,6183
17605,737,12163,2400,19194,6247
5239,17529,15708,19892,543,2043
17973,6613,10248,20023,17192,3252
19798,3824,21517,9561,11784,16798
9513,14992,15805,3894,13436,5541
9261,10290,11905,1661,14138,15038
19197,7525,10429,6087,17377,6995
21156,19723,17355,14907,8357,8429
9624,19014,15481,20269,11107,4358
21449,1302,1282,21278,7669,7777
3383,17071,21600,7900,20571,19268
18224,12956,7086,5729,3068,211
12635,15322,15608,17170,16337,1582
16150,22043,21233,6291,6765,18270
15043,4821,7867,18875,17882,2260
6246,1484,1402,2217,21872,9792
3524,12716,14827,11108,13851,17643
19187,21750,21379,3575,20335,2500
715,10869,9246,18511,12892,21943
12663,16809,10529,12545,22028,6920
1987,11050,9265,21223,14624,8500
90,17041,17178,21908,18354,1199
19875,12409,14257,14001,10497,11595
14507,3201,8214,3882,17261,15026
11792,10576,2919,10750,15,11419
3214,4796,7591,2292,11071,12468
13996,3007,14757,12568,18956,17158
13096,19503,21221,12068,13177,15961
5066,16350,18807,12209,3694,19450
19179,13083,10544,19414,18145,15472
14742,13346,7719,15058,14616,10219
21117,8862,15229,18180,5291,21275
17556,15538,15257,6937,11743,9133
8131,17404,20072,4490,13889,9228
3829,1899,20202,605,18386,7890
10352,2208,16701,4831,2679,8469
7899,17852,15661,13663,9199,2166
10614,19424,13231,6727,21168,293
5375,2011,2097,20356,19106,6795
21125,8961,5719,6936,12369,17558
15381,5946,20476,12454,3840,2590
17495,8695,21725,5470,16064,7556
11891,20901,12560,17437,8122,10011
10941,1220,8677,20086,18385,636
13224,8027,20839,14730,2690,9194
21408,7824,3236,11740,14399,16558
1836,4078,18701,7654,12266,1592
14980,19615,14146,18413,11213,14410
5306,20113,10487,16581,4667,20660
17765,12444,10338,21255,20313,2567
4203,19574,727,14118,21125,124
20679,10292,13044,17860,8481,8141
11611,5900,5587,9220,21420,13406
12237,4305,21977,338,13234,18580
11482,20397,18400,5755,7321,18671
12820,12598,21101,5339,22388,9455
10501,19747,11748,12480,22286,19789
13153,10244,6763,4738,11412,5344
13561,3788,20113,10543,5074,21629
9977,14045,7524,19777,22144,18581
10963,14523,4968,2349,5658,15497
14315,1365,13790,7571,18774,3519
8799,12300,9752,15750,20681,16003
15661,20610,17361,4036,4300,17496
7558,20841,14366,7160,7977,3991
18331,16241,10733,746,16291,7248
11462,20975,12153,13129,12578,464
8525,20076,5196,9338,8888,12494
19983,6272,22273,4536,13060,19420
2150,21344,20443,19248,3858,3898
13778,16435,21134,11968,20516,11103
15194,1586,17922,6803,18211,2496
4474,16584,9085,22187,16179,17470
4732,18996,3422,4850,12492,1357
5832,17446,22103,21577,20317,10740
19812,2170,22146,9383,7819,15441
15504,6692,4163,12848,13686,5909
14130,3994,15092,2202,13781,6877
9263,1661,13600,7496,12820,10681
13756,19608,14957,14251,8740,9633
18570,8033,2616,6725,20077,4289
12430,14912,9533,1658,10361,5038
447,17798,18477,8282,2461,11626
20991,16563,12765,113,14964,9777
816,8149,6286,4675,4347,9094
14836,16133,4559,6648,19322,21823
3355,447,4920,693,9766,3593
21544,5438,15892,11003,17510,17334
14970,20318,7193,533,4365,21816
20003,15660,8251,14288,12192,18463
12984,11677,5095,8408,716,5481
16423,13262,5324,13989,10403,13275
21629,12929,13633,15480,10607,17459
3943,14951,20360,15379,22195,11380
3684,2070,12176,13429,18043,1144
9330,11518,22279,18027,15809,16139
9715,11893,15688,16022,21178,14254
7969,12847,16641,15562,17102,15387
19085,10197,17169,6779,19092,911
20981,1178,5190,7302,18877,11286
394,14946,14142,7758,22356,10719
9894,4119,16602,21165,973,561
16178,8719,6426,12362,1939,2073
21646,6759,9299,8052,3766,3122
12746,15,21403,12104,9927,6089
10263,21595,5130,2924,13085,16333
329,12295,9799,13621,4802,19702
17068,20703,10219,15777,13705,9862
15712,22128,21285,21887,7092,3296
13257,3391,21967,14853,10244,16848
9386,3764,2074,1510,14805,1802
21467,12719,9121,18974,19646,5919
1402,11342,13632,20388,11316,15164
18282,787,7158,7550,12809,16574
12559,18594,5494,17939,11352,15270
16793,16324,1269,8546,19154,14108
12851,13583,18681,2560,9797,14505
1453,6053,20680,4813,20145,20509
17188,13172,5134,6847,450,5744
14913,73,3761,9110,110,10965
12230,16424,20940,8822,13290,19317
6955,11707,18245,7962,1983,13346
10439,20198,5261,952,3732,3780
6125,2494,21746,17836,3739,4915
14627,1926,5812,13613,3517,4443
6957,14098,6633,11842,3990,17963
5100,3624,12500,2741,21798,13142
209,5639,8593,14997,16557,8556
11054,6832,22160,7297,11759,25
20290,9329,18850,16773,19532,12769
21942,17310,12306,6282,9207,21578
3672,18685,714,4562,18708,10201
15939,14437,11460,14684,14775,8406
8942,15725,12242,6504,21485,1277
5838,5080,7889,13778,9954,11473
2509,4551,14227,692,15832,8557
6605,7581,13167,15221,21714,6204
16861,15279,17779,15088,6968,6135
6205,3804,8362,8098,15676,21821
17689,5480,3143,14167,16177,17984
18440,7588,6589,106,2026,13771
16391,12226,8107,11582,8393,18226
20782,10217,19167,7034,1866,21798
11329,5245,1336,12713,8535,1329
13798,10947,4709,11440,14148,17814
8302,1418,13315,13805,1598,14115
733,10014,20305,14937,1236,14856
18041,12103,16005,9826,8245,1709
12900,9205,11786,2925,10659,10849
20964,6477,22284,3501,21894,12620
6102,20214,9301,2030,5524,22349
12997,17583,3396,17545,15213,4665
12350,7421,18029,13798,21586,16433
21782,10963,6301,10275,9201,11696
6245,21310,13499,19625,15803,6858
2824,11632,19142,11732,15516,20947
18758,13530,16957,9977,3259,14750
190,16734,2305,6558,18057,13180
6952,18810,22251,4010,3039,4106
15772,13687,5056,10274,12731,8332
20251,8110,5206,7392,6465,6006
9726,16440,15528,1875,17265,2723
16218,16697,1494,15581,5468,19064
6873,14739,10748,18399,18793,5537
9955,6152,709,20701,4713,14506
12636,6246,15542,9437,6750,11836
14148,15711,6534,7238,21598,19593
4559,7487,1657,1785,4339,12927
17752,10599,6393,21162,10812,20166
2060,8790,10918,10211,17682,18994
19180,10365,10818,16084,18281,1170
1129,4285,1352,6063,6548,2593
10604,4294,6390,9428,21980,4498
3973,8623,21512,7138,5083,3712
5993,10896,12250,10957,10576,9928
1338,9446,16215,9185,20362,5814
1929,19170,9681,11370,7497,8834
5882,19605,20962,4528,18897,445
19249,19434,5390,11709,11933,3690
6773,14407,8123,9886,22237,1746
215,12983,7522,6790,10312,2767
9975,7007,10042,15766,13266,16942
6579,1628,17002,2630,19047,20587
13376,19482,17841,18713,9541,3606
396,6212,3444,4108,1991,22010
9329,7687,10156,11354,9875,5148
6211,18712,20222,7418,21430,16480
19316,20810,20567,16046,3122,16070
5253,20731,20133,8708,3184,11058
18796,2569,15008,982,11418,14038
10679,5195,9608,5476,12163,10168
17894,11625,19939,15475,8593,21555
21867,20958,5140,10058,19557,12815
19860,18069,5581,13380,1499,7861
3822,21586,6745,3488,21600,278
19541,1922,5211,10825,3263,15602
254,4640,19866,14460,22056,11018
6576,6798,13716,14874,8904,10837
14779,20295,16421,18575,16608,15507
2275,17715,12797,6331,2349,13632
8169,15203,15366,20046,15030,14288
4744,22231,830,4292,6608,6102
2731,13998,6908,13465,17964,22095
7143,8978,6306,10969,22257,20090
11986,6418,1284,10871,7489,4592
6901,17627,22208,6663,15463,6747
17282,19241,12183,16454,10471,13528
15132,14163,1555,6709,4249,21696
7500,9712,20172,22353,2748,20525
5177,21561,14195,21636,10915,13221
16503,158,2951,6327,18703,5584
7383,8170,16943,20741,7431,6545
6085,6426,19748,9170,3904,21188
33,8935,16085,10647,5962,18775
8500,11762,1918,3571,21626,3272
10359,117,18512,19086,1448,768
15371,11092,1270,13148,9826,4412
7733,20353,22129,15502,14693,2009
9499,13952,13622,19742,17911,16719
21996,21553,4918,11351,9709,4836
15965,6666,14034,5922,15041,2648
15235,20517,19576,19401,13496,20919
15481,19070,3668,7681,1586,12700
14744,1265,21711,9808,327,750
16978,4463,10100,17189,17476,10199
10410,6653,8329,17682,2864,3070
16667,4282,22110,16041,13035,4693
426,8523,4371,14860,569,15951
1310,12570,13498,19931,6412,21463
192,19543,3331,17767,13640,10372
10821,4943,4850,5085,16470,3486
13942,7553,2086,16723,5794,15750
12785,4159,6109,14469,6220,10419
18348,6151,19629,9917,5996,1227
16418,2293,2018,12935,10001,21276
21352,4784,9112,19466,20480,9874
7128,13106,9866,9623,1305,15708
17093,2261,19655,15634,17431,10250
12804,3992,9889,1376,2529,15692
7682,8700,19014,7908,2416,21623
16753,17721,20585,8351,8143,8844
1443,20632,13827,14721,11390,18732
3730,6760,8573,3033,14015,4555
13864,16699,5503,8363,6246,6162
14570,14929,18870,10375,2390,17987
11563,15556,7880,17066,2165,2309
1942,20582,15145,5114,22324,14320
9059,15655,12461,10627,18660,17598
11577,10001,17432,20018,21774,16419
20458,261,713,6914,2753,15163
11810,22214,7215,12624,7607,15273
11317,7879,6420,407,3879,2878
2825,22299,11130,17238,6915,17432
15265,13212,21869,5036,13086,1450
8533,17343,2722,16024,21828,13901
3179,16057,15258,1110,11419,4434
3472,14282,15061,7326,15376,8036
17912,16326,11665,13706,21277,812
1531,19166,15189,16153,3112,9934
15859,7521,18350,3566,6536,21647
8243,7585,5067,4170,5894,8094
13600,6949,7245,19114,12713,10116
12364,8323,3878,3546,13153,8619
4131,3639,3,21751,4889,386
4170,7961,14994,3432,1187,11332
1748,4053,9413,16610,14077,15952
15921,6135,2980,22146,17495,2089
745,11815,4409,11399,16442,15471
9062,4979,13585,19605,9391,21167
20655,11927,8126,3162,966,10460
17241,1936,16389,177,7991,17024
13635,6595,17864,4077,18308,19445
18285,6230,9285,10234,21570,6155
2053,3628,8327,20977,5102,10165
7923,3587,13732,18937,2703,4224
19025,20056,6561,17813,18036,5140
17830,18204,8804,19903,8267,21345
10400,8376,10989,8250,2249,9538
6521,8561,2262,3248,20204,11773
14230,21378,5104,3997,6863,20651
21492,7271,5214,14179,1399,6622
8194,12173,21617,18110,444,3333
15208,1149,20410,20926,1368,735
18727,1487,15773,9012,10121,11502
14402,9872,2696,6629,20583,20833
2856,7032,13980,2796,6323,21362
5714,21626,19268,10749,21652,5109
13565,18527,5216,17627,5283,9551
16256,14427,1313,18859,4047,5439
21336,12296,2175,10552,4930,680
14007,8070,16203,21922,15952,1253
843,626,801,15573,3299,11687
7392,17836,3805,8656,18817,4961
1671,3875,16771,18161,14727,18228
14467,16561,19753,22022,7886,1292
14335,2653,22374,3922,18864,8167
17513,16089,3820,22222,2053,14864
2355,22108,17359,18770,471,8751
12004,21906,5297,9932,1341,16112
13979,19495,10667,7351,5731,16633
5736,6095,5404,14180,802,12019
2326,8113,15251,21871,18268,12356
20132,18098,11295,1304,12766,5714
4941,7948,242,14295,19066,7500
7035,20012,3301,14258,10442,10331
4811,13105,16001,14849,18576,16177
6921,12105,7977,2358,1067,16002
22295,17678,6130,19819,14141,19127
14551,20025,6274,18389,14014,14105
3918,18871,8228,4331,5522,10095
6765,5179,2098,8903,21603,22172
8736,19900,9684,15124,10837,7291
14780,18565,11494,8432,19205,6692
522,17615,21407,10094,5592,17482
12103,2858,14836,5584,13130,7571
15657,3128,19360,4953,12263,10874
15358,17230,14891,22384,17611,10610
17806,7489,7474,14384,21234,16872
12403,20599,171,12501,12101,5532
11244,20604,10007,17190,21685,22093
1716,3112,11100,2985,6699,7918
4615,5313,1044,7039,9299,11946
19918,11347,6768,2467,6145,4439
15975,18465,7382,1314,17926,20979
12682,21874,5022,20160,5395,398
2981,17087,17891,436,22320,9883
7854,17058,19250,1351,10881,15078
14753,1957,9535,5275,6740,681
16698,18729,5718,194,22153,6230
2007,1703,20869,12173,10309,7950
15424,18839,14590,1725,6563,18222
8359,10631,4014,20257,18724,16462
17194,12698,8709,6288,8418,6781
13653,16832,19532,7699,15551,1122
18988,17677,5780,14331,16383,7720
17044,14079,2749,13094,11222,10166
6701,9991,10226,11967,19156,7332
4286,1756,21344,11194,14827,13697
3831,9277,14213,14531,16022,11631
21382,454,17238,11373,13902,10633
16101,22052,8220,11544,9733,12313
17486,3083,11993,13327,9823,20038
7290,2876,13665,9610,11125,3753
19140,6952,6632,6444,9294,10554
18272,4483,5485,14863,12637,20788
17794,17398,21742,18174,19227,16269
805,2362,6720,322,19530,14218
13235,21658,2686,20333,18246,7319
3874,8794,9579,17134,5329,13175
12845,2669,4384,12709,1952,20408
10355,2913,5272,21935,5188,21534
14352,743,15565,5196,6644,9033
13978,13161,521,18944,15489,15924
19924,12026,6023,688,59,22198
795,8605,20213,19143,11254,7245
22254,131,19459,9419,13548,6612
21543,16558,20330,16556,5793,2707
7373,3011,8056,4304,17240,19487
6416,10397,15110,5323,9089,9389
8137,15831,2754,12463,21288,191
20233,17034,11843,7626,8358,20988
20528,12666,11358,17485,6525,10975
14491,1554,12783,4553,11816,22252
14204,7399,4615,925,4080,17063
607,8602,16354,2159,22155,20428
14149,10888,6883,20544,19055,5295
2203,13853,1179,8919,21118,14746
3689,20757,16257,5879,20094,13398
11505,18868,11433,11330,8948,9807
2218,15845,5661,4948,3897,2489
8725,13054,15988,20778,20336,11553
8349,5109,20715,22288,18759,16832
9557,2583,15705,14337,3445,9278
8448,1889,15876,18616,18318,13393
20252,5284,4584,10267,20253,10547
18930,20928,10494,4974,19123,21812
10829,211,8846,13400,21948,18865
14798,21070,6676,11883,17889,18168
2468,15941,10019,2428,19168,7706
16731,13121,12283,17691,17601,8025
9331,14897,14367,17198,20118,13675
18051,7929,12852,9942,17539,20529
20218,22276,11741,12406,8777,3613
22290,15915,17665,8343,5946,9467
16237,2733,3595,14061,650,7534
15720,5490,5649,9630,7279,13637
3267,5620,7765,3094,22269,17333
1004,18226,14174,17163,4762,2794
9893,19478,6147,2515,13388,14446
18018,16378,19359,2197,18671,2892
9760,16615,20055,17924,21146,14899
10061,20483,15566,4680,10248,2857
19630,2346,21306,11617,21060,11485
11956,4142,13816,12983,1213,4085
14685,18974,15939,10644,21193,18032
12721,4209,20158,10435,10039,10561
13403,12798,8784,9152,16807,1732
19299,8916,13642,1859,2387,20794
4532,15105,16914,22312,7780,2868
14235,16796,18792,1815,4022,10033
21339,19233,1995,5142,2936,7338
3488,10020,9788,18391,7750,5128
7516,15227,1090,6061,16725,14444
20753,15857,14086,18458,1744,21513
3654,15180,1115,17227,10600,4501
15582,5087,19941,11946,5149,9085
5833,7708,4272,464,9286,14622
18146,5936,2415,13930,682,17903
12533,19839,17509,19198,12201,2533
14498,20329,9757,4641,614,14927
2076,15609,10233,4612,18382,8532
18292,5274,8513,2238,5796,10624
21525,10346,19334,8819,10160,15409
11225,2944,12696,9441,390,12961
18780,16187,22227,14755,5427,21194
19608,19187,13771,19394,13653,21852
9041,12287,5064,20009,19695,11576
1343,10737,21626,4223,11012,4697
21228,4,3296,5057,6057,1899
8622,8740,19494,10880,14096,21449
44,18897,2450,12085,9470,2992
14258,13066,6462,8193,20530,9158
5265,1623,4754,12389,4620,16924
6336,10406,14928,19141,16457,18836
619,10235,2173,17350,20114,15288
419,12109,14201,6644,1500,17959
5610,12132,14368,140,8463,14006
9463,19793,11159,5347,20085,16665
8298,17222,16518,19384,12452,12400
6155,14889,10754,20241,19520,14887
10966,20762,8690,18049,6277,13940
8524,9121,7795,19254,4633,538
19882,4248,3085,13301,20973,14438
11385,14658,5910,12867,5451,8820
13351,11685,5232,14130,15491,6690
9416,20462,7533,18611,19607,4384
8544,2188,3174,13907,19451,9068
7308,19647,16043,18559,15791,16856
21319,33,16454,18659,21842,12971
6406,13848,14276,5521,9635,19587
8041,1134,15792,14504,21674,19108
17008,12311,5979,13787,16720,8895
3013,20394,18012,14536,14155,13272
5012,11260,8261,14897,8343,17657
10868,1368,14328,11858,8420,16247
18198,7192,19077,415,9694,19612
21444,10634,6135,4838,8584,262
18914,6369,18556,3777,6446,11910
5481,16760,9709,15715,21953,21848
18215,6751,18453,1753,1659,2131
18306,15132,3787,13270,19220,15978
13575,8220,16500,6879,6923,9159
11407,11722,5019,16816,133,10340
2842,7067,17164,11066,5804,19385
17092,19828,18978,19,6223,16185
6927,15596,7201,19336,22098,20287
18366,21500,18878,7422,10268,10848
1858,8105,18539,13188,996,11343
7591,16626,13324,2919,7445,15439
20024,1560,14263,3818,10272,4496
20263,18123,15299,21195,1879,2012
2082,2768,9154,1133,15357,14317
13812,10524,12561,10840,13170,1509
9656,3923,6678,7725,2551,5030
21471,5908,17430,10428,2597,4871
3932,1139,7694,21048,10982,6314
471,1299,21276,20387,14962,18053
7944,13661,11217,12802,9376,20710
13352,14349,9235,17024,7119,14336
18070,7894,15309,20929,14476,5970
14326,2611,14823,13768,4610,18939
9266,566,8037,6202,19447,18169
2726,11080,6307,17076,15370,5635
11853,1573,2942,12123,11231,21116
12494,8768,15194,21179,5867,2772
2632,14345,5459,16585,8967,13212
2598,6462,11958,16518,6619,5276
9525,11773,22189,3977,308,13930
12701,8846,5859,1757,9990,8718
21751,16994,11413,10578,2798,13348
1966,19191,11621,10079,4433,20338
11777,2019,5748,13177,19894,10451
2234,10960,13330,2235,9804,10722
5187,18519,6200,10119,6846,5332
22021,4155,224,9200,12869,14273
12184,13750,7442,14418,15960,11000
3609,18072,18699,8046,12624,10589
2081,16068,2247,20408,10822,6980
6015,14375,16016,5528,8885,5886
22246,7061,14177,7921,13051,7022
7122,10132,20174,8023,13877,21014
11644,20371,11077,15195,13766,16555
15518,1592,9003,11784,14767,4275
17915,9794,15736,3215,5751,16236
453,3232,9662,19527,14020,3143
513,1783,4414,19388,19264,4806
834,7706,137,20120,19177,3424
11454,17387,679,17084,19998,19320
13911,434,6450,991,52,13449
11434,17882,11191,2576,17118,12232
12083,6398,12942,21120,7152,796
7861,1594,6351,3963,3674,19304
3637,8565,13845,12086,5115,3903
8688,21110,21481,2361,7037,19666
10984,20273,10712,6503,14654,8146
19359,2372,19102,15819,1614,2939
18589,10807,21206,2259,5769,13049
12916,11562,16049,19409,15427,9939
20062,18100,20851,6136,5609,15752
12960,2233,5944,6085,15098,19200
9210,17550,21741,14446,12419,12386
18650,569,14756,6368,12817,5772
20544,16403,278,21893,9815,16489
9806,16091,10082,18730,21724,7094
5223,294,12478,11760,21705,16895
4166,20854,20173,2582,10710,379
9434,7966,16452,11289,13544,11600
21748,4953,16230,8703,12810,3441
20183,191,3915,10012,9306,10454
21472,16073,19152,16899,12679,12938
11508,9670,4357,17128,10592,12140
10297,19825,1453,21226,18625,20993
9724,8514,17578,3903,12832,9814
20401,21972,5339,13109,2960,16986
6633,21934,14945,3999,2909,15495
5959,11007,18361,3814,18683,22009
21703,9492,13808,16020,16489,5455
17723,6150,5543,20430,714,1689
3732,22062,12231,18233,16290,14819
2192,16118,20980,7621,21726,20873
18140,6631,15285,20191,15613,3433
7027,3134,12180,8431,21497,14114
7144,22097,12332,19098,2221,12332
22378,8548,4028,15576,3451,7320
5455,3246,20079,13899,9566,18213
16345,7093,6482,19853,15736,19809
167,12013,21755,15081,18787,18866
19152,4692,8645,5455,11241,5754
5221,1663,7980,545,16353,2192
4481,15867,16439,20671,2905,18759
5243,1062,3060,19826,15029,1993
22066,22177,2019,8024,10110,8528
14888,10135,14715,18664,17819,11118
19399,11255,9775,12498,14771,21635
3237,12960,12654,19823,20570,1663
229,14405,3101,11906,6184,2941
17457,8490,17855,14270,4582,10484
4832,2523,8205,2393,12881,9800
14547,17837,14781,344,17280,6696
16568,14717,5353,21721,7250,16265
15433,2856,19510,8906,3685,15187
5596,8576,2536,2698,9161,17949
21739,10417,11356,3533,1151,15393
5787,14476,14684,120,14388,16448
2866,10978,6847,6496,4040,473
17324,19276,25,12279,17604,852
12788,4489,6721,9141,15367,3472
17225,16651,19329,16089,15670,13325
2520,11030,13575,4822,7434,3923
22294,18082,7717,17633,19067,18372
17608,9574,15970,11641,5355,21091
20241,19557,2031,9444,15229,9016
21257,11729,17388,13990,14217,3307
22016,8996,14043,20217,20706,18735
12891,4245,20385,20816,11597,13542
6083,6361,764,6813,13132,22085
20694,4034,2970,9199,15343,761
10135,8685,18250,21687,17425,17385
18088,9933,11744,12648,10970,11847
13472,13829,7453,17769,9032,12457
15809,12140,13450,17515,14783,3170
17533,15137,10814,13526,8478,18296
13126,15495,9526,14718,8242,21595
14103,4042,1794,1423,9460,4090
4008,7397,7640,4322,20831,3093
416,18746,12342,17675,3996,8953
16248,3144,21521,1514,13458,779
7157,17833,20919,4726,16878,20711
7492,15331,18010,21776,10596,18402
7941,19021,10729,17611,19546,15285
10170,20223,5806,16717,8253,7982
10007,16428,11432,12915,15097,20595
5929,2050,7151,4921,3696,3933
1153,8464,7030,10205,16896,9345
18846,4714,19885,11041,127,17302
13310,8895,21356,12277,12421,14010
9212,11666,13382,9330,12864,875
13835,17827,3831,15893,7409,938
16057,4841,5382,21536,20599,18097
7982,9201,1710,9065,8721,17940
21469,8319,17017,4375,14101,2573
17922,15094,1758,13360,2006,9952
9928,17130,2028,11083,18594,19826
1969,15724,16132,3890,16516,19641
5726,4554,3019,8837,15245,1614
17228,4506,1191,11632,19978,21277
1756,7233,7787,3143,22049,17490
12269,4570,21102,22085,22251,21905
20372,11718,13372,15666,15722,7781
11268,6435,21601,21512,21144,10616
154,12744,14954,15515,339,17250
14761,358,8541,19373,8612,19105
3631,19146,19960,12626,1132,9013
13175,2252,10890,8798,18428,19716
13118,10087,15427,3975,112,8056
13443,12793,16801,10826,6749,15627
7356,3967,1511,2530,18679,11102
5801,12027,15379,4332,14881,22051
15575,6127,1759,9371,11333,14057
7069,13627,18473,22185,21152,8890
14466,20521,19642,3664,7246,1082
21939,17966,11913,15526,17334,2587
362,6014,1140,14728,18621,9395
17412,16281,9174,12343,15770,4128
1730,13394,15861,4354,6199,13149
12275,18781,13576,18344,17680,10188
2900,8413,17414,40,3621,13788
4146,19369,18158,11318,17646,21372
17421,18318,1183,8900,16042,20754
18030,20821,10176,13668,10030,9305
19956,21894,11867,11912,912,20286
21394,3842,4961,5051,18775,10040
13204,14816,9960,13144,22061,10212
4409,5752,6754,134,21375,17091
13202,18840,20552,9395,206,14753
18699,14906,14649,6852,22302,3646
4561,11366,8007,4859,7530,650
4116,3532,13063,15038,10239,7597
8241,3160,14154,20088,22218,2334
6055,3554,17156,16815,21792,19093
9490,5258,8660,20287,17703,18838
1228,2968,1851,11445,20551,163
16661,6518,9006,12923,18020,10498
4279,6868,1536,2492,12538,17166
5089,7682,9388,15727,21179,13324
11901,19473,18478,751,1010,12735
11864,59,467,13974,11803,21070
7762,17565,1645,15929,70,18505
14,18748,19899,11805,18140,12186
12724,16564,8726,6887,15950,12809
11759,15486,21662,1298,8792,18108
15916,16153,10085,3978,11252,2426
13047,18163,8717,7443,4866,18071
439,2634,3708,17899,4798,13550
16098,10525,16805,18712,18490,12312
11219,18784,21844,21542,5141,13563
9954,9797,14984,20752,13327,2851
15121,7170,13708,15675,13430,6547
4112,13889,2679,11096,5465,15949
18611,5768,6182,7841,9683,11348
11240,14245,21914,15360,7745,13028
21798,17561,6455,17954,4734,17832
17706,11225,13763,19061,2449,5986
3418,12819,20565,17733,7091,2104
22388,20991,16052,20801,1683,7190
8276,1424,19585,725,22392,21011
2826,22024,12219,18241,13398,4197
5140,17065,21706,12426,18986,15035
2699,18522,13023,18184,9771,7031
17391,7729,13437,1998,15299,21414
18695,10186,21423,9266,11619,17270
15818,2122,22363,7237,812,14183
8727,22028,2437,21089,8172,21420
15795,20417,7678,12973,6858,8112
3765,2359,7339,8601,10640,1194
17836,19037,5305,5440,3846,2585
16883,9229,14834,12852,18086,11138
12872,20792,22351,17780,14618,591
18164,14246,21664,3880,21973,16659
13471,19408,20358,17375,2044,19530
10560,20777,20611,11438,21794,10604
16378,11077,10225,17202,13564,10200
15278,15505,8933,13342,14122,15221
21237,16327,6992,10225,17993,17169
12314,441,7808,12218,20594,13730
19117,4263,21759,11655,8028,17138
16226,17302,6771,17154,10566,20887
14132,10610,12983,11875,22014,15960
10961,3072,19970,6021,14748,3075
13039,8558,15238,4944,704,17535
4850,17994,19836,8173,20902,14351
21864,9582,20107,20249,19691,16512
20294,3394,5150,17773,7929,6611
18750,1349,15242,14162,18277,16389
9168,7441,619,10130,15780,13839
1661,3667,15346,18566,525,8634
11360,9142,2960,6760,20191,6818
9769,18878,22050,516,2539,647
7000,15078,18777,2835,17550,5044
9996,4058,1003,3670,22108,18398
2828,3998,57,20290,4056,18045
17334,18171,18740,18715,1088,14878
17896,15177,18065,10536,8486,17196
6614,10463,5385,9334,17010,5867
16789,12772,5345,16634,421,21858
404,8353,21339,14328,3805,9022
20106,21041,22056,8415,16696,14203
20318,7426,13194,19270,2947,3781
6776,13266,2329,869,10860,6660
9798,18501,12146,2003,1034,21495
2357,5039,5574,14156,17528,810
8561,8708,21215,21861,8038,17435
4537,10378,12045,12219,16935,12495
17599,20421,10619,2332,12030,22182
