ind_tr,ind_pt,ind_ru,ind_fr,ind_it,ind_es
20721,19808,7065,21044,3866,10716
6815,16936,15534,20144,21876,11319
2748,16362,3875,11652,18502,14488
8408,21739,5030,21181,9219,13082
1210,13955,15166,8848,8907,15884
11498,13901,16134,14981,19698,166
19937,18992,9013,22325,6160,13824
4107,4937,12225,14645,22335,7859
20214,201,21684,20657,21878,10067
6032,14595,14551,4724,15705,9388
1848,4288,9047,11281,19746,18428
20938,5995,8230,8635,15671,11916
757,17436,5754,9486,5343,4210
15198,16627,16900,1645,13401,10352
495,9502,8708,12511,21466,4171
21550,13959,11170,22092,15179,3754
3183,16942,4452,5227,8180,14015
19488,5716,6749,7280,15095,9446
18524,2661,15177,22230,3479,10973
18875,5500,7999,21286,7531,17161
17807,5542,13823,7922,3987,20782
13121,2010,20698,3780,18677,15603
5325,16514,5673,5853,13147,21800
275,11170,16179,13101,18575,16810
18299,19727,13608,21752,99,364
2676,10085,5308,21377,9180,7845
19648,8462,7006,7137,14595,20817
11361,15555,4247,16012,20970,11346
17183,8556,8849,19317,11737,5889
8155,13433,18673,13868,18700,6912
12294,19901,15270,1458,3426,16249
6772,3806,13136,989,18613,22138
15773,8820,11012,8618,15887,17414
313,13914,11824,10219,10397,12082
11679,3473,4526,2297,4637,10963
21540,17057,15497,14467,8915,7275
509,12162,9883,1640,11705,3666
11343,212,20795,7953,22287,3438
11955,5380,18371,19780,2479,3504
5598,5077,18096,12330,3091,11925
214,18440,4868,5915,2153,7387
9344,16074,11110,20509,12114,12331
12360,10189,1858,20948,3776,11225
13070,4752,9127,13345,22003,4508
1320,21794,8199,7588,16527,5731
21380,6147,12208,6285,11618,4974
20698,13593,13223,6055,6090,20968
2149,16684,14171,13532,15105,13074
16507,7923,2038,14628,15464,2251
16846,14460,15694,15231,753,16446
2865,9705,18591,19265,8715,6199
596,18744,9063,7219,15647,7296
6145,18714,13809,7060,60,3214
20784,16264,9566,18570,7288,14820
3295,8829,532,21897,69,13601
15522,18944,9808,8781,20933,18756
10200,11343,7359,10610,17950,20367
5,9560,8634,16100,969,275
4033,14126,21610,502,616,1856
143,3105,4273,16633,4555,17911
16915,1121,14315,1128,3267,16329
12717,15954,20602,10683,1639,14776
17969,9642,6401,10526,11885,21397
1442,10568,1094,15278,17359,5170
20567,14237,17588,15169,6940,15107
2242,21242,17664,1968,3058,14458
19745,13703,17754,1317,22047,7226
7004,19957,13792,6264,8748,8833
6265,13913,17869,5662,4126,16958
5202,17998,14362,17289,11940,14865
21564,2522,1570,15134,7141,9560
8462,14723,10516,18453,664,12057
8631,12676,13509,7961,4639,9042
8723,15483,17831,9899,17028,18599
12111,14356,5560,18446,12861,10777
21097,18357,17914,666,11924,1296
17793,15445,12214,8465,14075,10333
16147,13069,4524,17574,831,2527
6461,22283,10717,796,7534,4825
13013,8873,8482,741,10010,9282
8075,7780,1083,8614,4757,17238
13080,14050,14403,3540,4291,16629
3981,8902,5976,9753,8439,11199
16285,7024,12947,237,12434,19182
15802,13867,10067,14223,14824,9127
2960,15742,13801,14327,10715,16897
2425,10361,4682,8740,18316,11912
4175,20615,18538,4366,13971,6207
17294,15833,2626,15593,7480,18682
3376,18968,14357,2281,2805,14368
18253,18487,15814,19518,9681,19934
3196,10590,20412,10418,21360,4855
14210,1154,7990,15735,8024,6379
1932,11438,8601,15991,10300,5027
3758,6596,18695,16104,12949,16773
2554,12237,2706,22365,637,1883
4464,17909,8108,7713,723,20513
16283,16405,6975,12172,16212,12096
10609,19052,1529,3897,15800,3364
5587,20860,5689,13789,5655,1060
7779,2565,17858,11816,5772,18028
17976,8937,3809,18478,2828,8504
15063,3708,10272,19134,7170,19928
6437,5721,8446,21850,19196,8321
11274,13898,12340,11355,6829,7223
740,190,15204,8271,9085,19072
11217,21309,11,2854,11644,14633
18582,4767,16571,9909,11464,7600
12119,1461,5285,12514,7643,2576
20194,22331,7356,4229,8401,7555
19377,18772,10414,12043,11630,16825
7434,1072,19595,14510,10436,18344
11012,12480,5923,18303,4166,8665
19832,20837,15029,4369,2538,9218
18232,16543,1895,18621,9542,66
9040,4645,7010,2068,17607,1215
19059,17863,8591,17963,5415,4051
9121,12866,15350,16901,7783,19307
19041,18794,7395,16725,3991,15134
8661,307,22100,18863,7572,6001
2,14811,6271,4506,12830,3943
10668,13264,14531,12590,17808,19562
19343,6057,5706,19571,13274,6067
14248,21800,20417,9495,375,7211
3235,13798,9298,4471,21997,9528
9313,12957,14187,1410,6551,5570
11223,1291,19202,963,14953,3167
4465,2732,13012,7070,15267,10813
14298,13415,7080,9871,18,19653
12115,2931,1588,17667,6333,717
226,4311,834,10491,10624,3744
12061,19719,7256,3737,4640,11855
15078,15451,4756,14002,13900,20611
10704,11502,13376,8280,18871,5286
5774,16556,2034,9470,8756,2116
15886,13602,11292,12835,2100,20594
19332,16248,941,4986,7849,12982
8216,4329,3490,5474,3224,5401
4243,12309,17833,14533,16589,19110
20439,14888,5994,10914,20550,7300
6824,7632,16812,13213,791,6168
11947,6641,5076,3588,10112,15236
14733,18120,11999,3958,17619,19149
6735,18864,20672,4283,7674,20391
16521,6078,21538,7666,4096,17086
9043,15179,15128,15940,10285,8063
14558,4576,20660,22142,1832,4486
19288,3161,11816,8603,21040,15866
13689,606,13739,8628,3209,21967
917,7018,21708,22340,11511,7186
11920,383,15151,5824,4865,13290
10725,2907,6379,11587,2039,8115
334,20207,12565,20518,2648,12097
6217,1219,7549,9423,17681,21234
21161,4481,15723,3723,19693,9611
1840,13812,6515,12019,18764,11695
6876,9881,6116,1885,16282,22004
20670,2163,16831,11045,17216,8433
19765,7376,15378,1007,19286,13469
8528,20597,12184,1787,14193,2045
81,6953,19023,3983,10854,19752
16018,8411,8814,19616,12540,1934
12214,17304,16139,21301,1129,11239
20179,17126,13952,3272,20138,17279
12558,4262,15475,4038,15834,1097
16288,356,6623,1652,15062,9785
12864,19219,5856,12094,12602,5051
20085,16624,9228,21987,8704,15784
13871,13637,2493,20069,3092,21347
15976,14448,651,11272,20683,10211
2483,9934,7577,18871,21045,10373
14991,21083,20954,21102,2408,5330
20043,1719,4300,13373,17478,11182
15751,17013,12014,6237,13446,10969
7159,10242,1178,8768,6518,50
1047,3464,2249,15906,13340,10239
22346,10401,18440,15211,4844,15594
6455,8440,13781,16625,17574,17178
11989,17527,18769,16572,16992,20527
9402,15466,15150,10524,19107,16075
13800,19630,16506,13603,14938,15756
3576,19926,938,16898,6224,18535
16697,5660,3147,13815,8681,10105
22343,2849,15911,18612,18366,18804
1250,11479,6468,6994,102,9527
2527,5200,7216,17444,6489,11778
16048,17566,15179,11607,5897,15353
9588,10262,9067,166,17513,3326
9504,5012,10011,16760,5386,5548
11919,18578,5,4464,4719,11968
13452,2347,14199,15955,4485,9758
12149,12612,14575,19911,2536,4181
6569,3157,2562,16090,15419,11317
13552,5128,10322,2114,13291,15912
1530,18347,5602,8663,15570,1631
2837,9943,8070,13253,2494,15398
13116,20036,13054,16569,5218,18657
776,20525,15553,1273,477,1661
2886,8287,1135,10628,4405,19557
2162,10435,2945,19685,3026,4222
8401,6884,13259,9106,3585,10360
14540,10658,1672,3806,11780,19459
15171,20983,987,8080,2596,20201
18204,791,9893,21635,22189,15753
636,839,8301,21915,20597,21828
5454,9610,2431,16987,22079,19782
8064,16258,15171,3117,22057,21293
8657,21632,13471,12031,17504,11387
3924,139,1770,657,17345,9277
3810,18785,4869,15597,8590,5199
642,17593,5010,8455,5677,332
8138,3961,15024,141,10026,76
18984,2369,18715,12928,18895,14481
3580,4888,2946,13016,279,18084
5137,19773,18516,20072,8976,19961
10643,8477,739,3107,8112,3512
4623,15502,13800,6529,10667,19725
10176,7127,8040,13845,7545,19779
18532,8762,13366,4862,20581,21198
4478,12818,17814,18589,10185,3172
12463,10157,7446,4649,6168,17666
2283,9836,1660,4275,21687,21661
4160,9190,110,3689,4094,15034
17269,19209,1167,17848,3525,4821
17838,893,4465,13618,20823,18955
13338,2444,1886,13485,15898,4854
4004,21117,16621,18688,13313,15800
9410,17403,1793,21804,13205,18253
19296,8262,3389,16462,10727,5277
17901,14792,18360,10961,11975,9144
12992,656,6007,18900,12857,6166
3440,7116,15314,14202,2258,9328
22370,19895,7101,7199,11543,16777
15023,4502,4252,9472,11912,8828
15026,2817,15953,5578,1726,5120
1421,4762,10217,13931,17924,14795
10278,6987,17332,3752,68,776
2901,11808,6366,6604,6896,21739
12949,11471,19454,1994,10420,21048
7329,2226,4928,7225,2972,11152
16721,10588,4293,20322,15894,13270
10579,828,2971,10349,768,20692
12729,18597,3731,3088,19263,19138
7715,8148,11921,12661,21216,11045
1524,21772,12386,14063,13322,9555
14771,15971,16989,6437,7911,5817
19628,4903,15014,4323,615,22090
7015,8505,3140,16783,14255,15511
6549,13446,7853,19765,18469,20370
16472,9536,18125,22164,20072,2553
9641,3889,3105,15504,1741,8597
12362,4206,20670,22224,2437,20236
5895,2950,7331,18653,21110,17684
20783,2622,12686,974,1123,6331
5518,10626,17523,21108,9624,22242
5802,12858,10786,9491,9770,16093
20612,5634,10682,16092,3808,5633
1772,762,13445,21706,19701,11351
14256,12861,6451,19653,16074,3015
10260,8766,14063,11360,10260,13023
21634,2625,1743,6871,10430,2531
20715,4037,8334,559,13910,3387
4890,9734,18543,11071,17210,1621
17305,21089,20959,1106,3647,6141
20928,1131,11656,11618,1734,14946
16077,18844,16575,17810,3521,12056
1762,8217,12776,10579,6,4769
1687,15359,3722,2957,392,12230
3895,13422,491,20489,12816,11266
11910,1226,4994,5291,21959,21063
21325,11929,12660,8827,7171,12284
17189,2760,18116,12565,18722,11888
14631,11010,7234,13871,17305,15482
21658,5041,448,21802,2083,6418
191,15904,13464,9920,14360,21783
11618,18856,11065,17356,17720,2575
10276,2297,3686,11581,19559,3844
21536,21184,9356,10245,13694,12685
16729,14151,17331,6250,20751,10084
15169,15784,22181,5267,21028,13768
15788,7513,8254,18722,14674,4641
13334,11931,21864,1405,3154,6856
11045,16151,17111,19686,21000,4909
21424,17805,17925,2265,789,4163
1124,10713,84,8606,20116,7064
1596,10810,13926,11393,10570,14025
8994,14429,8306,4365,9502,15348
9722,6182,16877,2188,3848,19794
19933,11818,14604,3514,9364,3286
4698,3238,16117,21879,12745,13078
975,3193,13358,1981,1946,14805
18638,5160,5781,17883,8084,16453
19654,20774,3825,7045,14826,17036
11881,4381,19266,4546,19324,7825
16488,15718,20772,16123,10533,18589
5637,19498,10124,13875,8694,8085
22283,17103,2220,17434,1919,2714
19271,3452,6057,19750,12232,5513
9322,2891,4939,18067,1317,645
7051,14832,21359,5727,238,15530
18774,18240,2172,3596,11098,4157
2645,10212,10208,14973,13936,289
9465,2594,3589,13376,9796,4054
11289,16790,16465,620,6654,19277
2951,9013,10701,3334,12948,21681
19973,21451,21602,85,1328,21142
20248,2629,9900,17241,22090,5056
8930,12895,21040,14481,5178,1398
19877,17669,8666,3014,9313,5290
13363,15247,21703,22035,18280,7862
11053,16462,18144,21380,15480,8190
8729,455,2818,19785,16153,13050
21174,2290,17412,13091,6421,390
20742,22025,7383,10998,1845,2886
17575,19970,20742,21836,20374,17058
20599,7917,9222,17203,20768,6722
10099,10005,2337,18014,10333,9876
9991,4914,18303,19738,21399,2510
21572,14866,8511,17564,8154,20264
1176,10457,18108,6367,7637,21132
18530,13115,17354,1771,14327,12782
8477,2480,608,14700,9531,21773
10770,16182,9354,12370,4905,8720
22253,16087,22135,2656,4025,14298
17606,6241,3941,16416,1096,14131
9799,16000,630,19520,19816,12851
20902,15753,10390,15026,19428,456
18273,17346,13347,10617,18426,1266
16961,3311,15384,12541,9931,14423
12768,12707,16818,17576,13248,12730
17016,20048,9720,1636,20639,20926
20958,14006,15698,11303,13326,6176
9063,19035,7675,18482,16611,13238
19489,17588,4650,16991,13575,10020
12993,14374,10612,19954,21450,4449
13072,2820,22031,16253,10229,19959
16060,2853,9722,14297,6095,12156
22223,16484,4105,19748,2556,21252
5571,11081,12228,18093,14474,20289
1293,17129,11069,2195,3796,13169
1200,4458,20096,4912,17931,10704
1896,22221,16539,1144,21544,1955
3797,15476,21462,16631,19472,3971
5217,6822,12304,12120,104,11936
16855,5078,3061,2710,18112,7967
9571,2104,6004,4240,8621,12799
21579,8985,5655,19199,10894,16759
21803,6355,18131,19214,4983,14984
4582,5448,3436,14541,13349,21263
6420,11859,20905,18701,14694,11899
12086,19360,9501,11694,11767,16293
20984,13596,12986,12088,16217,5630
16162,14341,14557,20795,17235,18343
5755,14110,11713,89,21458,13728
16334,13421,11817,11593,20161,21486
9345,15228,5015,10161,7054,5462
13143,20045,14711,14425,16494,12237
12366,1780,17180,35,6219,15512
20745,13737,8188,1839,4386,13244
12752,2407,1658,1627,3935,13366
17032,21391,30,17703,12321,22329
21704,7667,2459,1629,6221,10816
9818,2414,11406,1208,7659,6330
14096,15584,15146,20321,5929,625
11010,15224,1990,4347,16626,8181
14145,6164,16289,2309,15197,11891
8210,16487,2316,10523,9750,12293
17395,1998,12886,7749,14861,14941
726,5427,3239,10985,7198,10089
14967,729,12273,16651,7884,3821
17473,12101,3857,3597,18117,9865
7588,22011,21852,16389,12842,13379
9482,15995,4001,633,19881,20343
5750,17696,13611,12306,20237,19755
16158,9422,479,17230,18750,14705
12246,12254,10611,13854,889,12194
4662,12097,6817,10441,3979,5410
7286,10101,6714,14717,21915,21122
11028,19416,17405,1493,19071,20534
3502,19781,20814,14462,4426,18464
8658,15666,4619,9787,21062,16127
1287,9324,19708,19258,19909,21719
8236,5806,6486,11731,13604,1718
14455,1228,21444,12159,9820,16500
6357,4860,13067,8854,16252,15683
13612,7622,9412,6077,21873,7000
9151,789,190,10948,2413,5477
20992,11003,18859,21124,12943,20930
13846,17763,14329,1570,11849,14374
4276,12265,22393,17560,2450,6874
1460,11296,19838,11436,17350,10110
16834,12863,7838,10398,21094,16799
17356,9425,7154,17690,572,2147
2777,4040,2110,14301,15578,1657
14153,8800,17498,5454,9574,9954
15452,9772,15519,2736,1487,11490
17359,12308,7451,12770,3972,604
5190,3331,15679,6001,6902,16993
22317,17457,20392,451,2667,17059
16025,53,6332,2051,15212,18216
18053,1791,17524,16054,18126,10905
13271,8752,20161,5535,9855,17731
13774,21008,6909,20312,19210,10398
2354,11084,7986,14813,16458,9740
8197,8989,15867,3577,14804,3230
14615,1951,2655,22033,20433,12158
9597,4656,12159,15023,21541,296
20585,8382,7878,16154,18339,12794
19242,16585,20142,11357,520,18935
7825,18422,923,12792,18642,7189
18404,14699,10825,20793,18829,20645
10964,9343,4396,9016,7149,6224
3798,10743,5012,675,4825,21202
4917,19502,9774,10127,20119,1346
14119,18004,8090,4110,22103,7136
12814,19300,17993,1848,13714,19777
11179,14150,13849,7157,16762,16337
13760,11029,15927,6486,15122,13477
18227,1441,8330,906,19446,2339
18219,1819,252,86,5312,13097
1617,10827,2080,3435,1085,96
16779,21013,13621,6191,6789,20567
10104,6492,15100,12128,12499,13603
13761,22087,9966,20078,11593,9518
19509,17140,17389,2613,9146,1092
11798,3233,22153,13476,5725,10626
22242,9233,9665,9937,7724,2666
14815,21898,13328,18294,5292,1891
12434,12206,14554,18953,17725,6505
6755,4580,20061,16994,5181,2352
15270,8317,5122,17291,13161,3713
16238,5106,8738,12475,11923,6969
10935,411,4184,7214,1262,9590
7980,17241,21086,19326,16675,8176
10617,16307,7302,4260,13858,21481
7317,759,11691,10817,139,12950
4792,14330,11883,21657,18008,5844
6728,5890,12600,18168,21767,19522
7427,22004,7821,21904,16672,12607
2540,2791,11179,934,12142,20546
5284,1155,15813,823,17511,13391
583,13631,5144,19949,13821,8194
4934,13011,19477,12165,20233,20548
15184,5125,3715,18883,4890,10452
17396,21883,18388,8681,21231,917
20966,15230,10665,14453,4432,1627
13002,14682,12260,14934,516,16214
20580,4917,9614,21466,13338,6503
1209,9796,10378,2888,18404,18210
17978,8594,289,5598,17758,13315
5274,19051,9097,18245,1238,19615
10907,17704,20386,18163,14493,10186
19920,15639,5303,4342,14377,4394
3526,15085,9718,3113,3124,5090
13105,4472,13222,2126,1092,19757
13734,4628,18501,8086,16983,19258
11038,19010,749,6707,1255,4236
12720,21003,17095,14524,21745,4092
1627,10644,18463,13881,3529,1032
4635,6855,17605,20868,6188,11894
5746,4755,13596,1415,6648,18976
15009,12882,10112,8502,3251,5352
12120,20984,3171,373,22148,5267
1167,20306,22200,11488,5865,8581
7597,15805,6760,11095,9097,19608
8409,12745,6729,10208,17078,18558
8978,1427,2152,19356,4997,5531
19926,4850,16065,2734,10213,1343
20366,16755,10620,1552,9031,3870
10549,18512,15518,7256,16756,4323
1349,20447,2309,10773,5923,6243
2027,4268,10235,20983,22252,20533
18777,21534,7270,1332,13195,9081
18047,4539,20069,21816,16939,4602
9659,1698,11417,21293,11167,4370
21534,4818,18230,5623,6447,19052
15181,10999,3169,387,8145,14104
1537,8430,20089,6742,6544,12072
9841,16990,14521,20765,16778,17997
2475,7616,8239,17680,5920,20274
12126,14965,5450,191,12450,2701
13788,11842,12885,10924,2522,1913
13793,6651,10232,21073,6237,12628
9958,3165,21373,700,12259,10265
21586,9897,10791,8178,7771,20949
5201,2769,14675,4235,12500,2110
6865,6071,9471,14844,21546,19071
8244,6038,4660,148,5416,10346
14765,3060,4726,13287,2856,21929
17379,7184,15823,17137,11163,11267
10802,19996,2963,19041,6078,1127
14079,2510,11943,20552,18205,9288
19821,13679,18088,22235,15327,5097
18363,3069,9004,496,5065,20573
21112,17907,4847,11809,5256,1034
17378,8459,12265,1941,9866,20019
17607,11486,18378,14308,19178,3855
12416,11584,13323,22249,7140,19323
10401,3263,21954,12615,16398,2686
6908,18943,155,18207,14844,14934
10981,9971,6034,6490,13461,9489
21888,16955,10674,7676,10038,20472
10459,11609,382,6354,14152,20693
21199,8957,16730,21779,20714,22196
6781,17894,3344,2070,10108,7560
12526,10733,3402,10713,20055,12051
21255,21318,21559,14349,2369,10012
5577,12065,7820,10151,10668,5157
18001,12299,9116,19184,1780,6593
3257,17340,17199,2090,11193,21769
10902,5447,7899,15982,18106,18819
3080,21433,19440,1164,18283,22119
12586,7935,8633,9058,20243,6530
17127,9807,8142,10022,16284,7794
8674,12634,9469,20428,2439,20415
22192,21702,1104,14655,9411,7039
15602,10064,5226,10877,18360,4802
1894,18782,307,1469,12374,14036
17695,2287,17363,75,15199,13575
16682,4627,6773,19398,15830,12300
11075,3595,12766,17891,6497,9464
3636,5043,11914,19947,15921,13102
8328,20495,12186,18742,6624,4474
83,1861,5690,20684,2939,18529
12638,4260,18546,18811,21645,7352
498,14673,18979,19269,4288,12041
18991,5823,12471,7305,16027,14196
18786,15148,18279,13305,9528,6093
14528,18906,17999,3659,5488,20687
12898,7958,10222,19492,12475,17667
3343,12298,5509,7796,11083,20069
22165,21480,13433,10712,20984,14973
3166,16191,11279,4378,19155,6883
13154,19316,16263,2861,16663,7285
8381,6874,4622,6099,13103,17793
10332,950,9552,14498,6549,3526
19883,5420,8597,7163,18121,13589
18300,7280,20105,5967,17779,532
9373,5871,16163,13110,7858,17774
18932,8134,138,6890,5340,9648
10302,838,17304,6450,11361,16721
15439,4327,3516,9256,20527,15569
19693,12052,8375,20525,15049,13809
17947,15057,14017,7819,5229,18029
13722,21944,2798,6859,16381,317
5686,9949,6259,18411,5132,19065
10093,5383,16929,9814,6889,3789
16555,15933,16057,22236,19050,17773
5894,16707,4722,14263,4957,11796
16719,10692,12599,18461,19855,21744
10682,4394,11692,19121,7109,9773
7851,16521,5438,3775,9006,4116
1109,6545,14616,20519,22021,1486
16832,17093,11182,7487,7117,3511
12483,15816,7401,855,6264,3253
7828,21169,13084,14674,5579,5037
7385,2042,21781,17223,21620,14103
21619,13006,21274,2715,4122,2699
7003,13878,9043,724,15389,7584
1017,21912,8097,18295,6917,18632
4292,9044,1766,18958,7934,17982
15359,998,10778,14675,21154,10240
14862,21892,6742,11567,12206,4568
2507,17359,17506,3998,18301,13699
21965,4478,15233,3494,2273,14206
5811,2639,8285,16395,8056,12188
5859,21286,18062,14563,5202,1041
17470,5801,20847,9261,16246,12406
16356,475,859,21341,15738,4344
5991,16166,3456,10013,22264,1798
2938,10278,3073,14428,17910,10124
1345,21725,19915,8775,7707,9469
16690,18201,20390,10123,20122,10927
1090,19337,14568,21069,6441,20016
11661,10470,5710,9116,20268,17971
9921,13237,9506,15028,2754,5737
5867,19394,9240,15798,858,9826
20322,4457,16331,19668,18092,4270
12962,15560,11291,4178,11432,19271
14474,18468,2678,19413,8752,15489
16702,11570,5575,19539,9365,14457
15577,9374,21176,12508,9482,21853
16033,7135,18561,19798,19603,8659
14033,4772,7486,11239,9660,9046
17576,18159,18839,11067,15461,16461
9320,18365,12624,6140,14899,14462
19069,7955,705,5186,11990,10967
4822,7628,12446,20655,14135,6839
20485,6530,273,314,19951,9488
11561,8748,12424,1743,12023,1441
15968,6680,6548,13463,22145,537
14297,3787,906,12891,3202,13784
20053,7855,13908,13972,1149,4015
9598,5894,17734,7776,3709,1409
8595,22205,2878,6218,20155,17389
5018,18891,21143,262,18317,8999
19081,7803,2815,11326,13382,10177
15792,11541,20456,12905,10872,12437
21457,20050,8954,4407,17700,3999
15230,2902,15265,8338,18422,10098
4844,13492,14499,18022,2649,20616
2882,22196,6425,17475,5325,17241
13670,9403,13432,10,16645,10445
22393,10476,12610,175,2324,15533
12834,9698,16609,13792,16548,18982
11801,13659,4244,18993,19905,21342
6001,160,16229,15897,17656,11524
9418,10246,15902,21188,2061,754
9527,14610,3575,3511,13187,15227
3994,13630,14121,4879,783,13437
18320,21366,8678,12911,15417,3770
22031,2134,649,16080,8030,15719
6448,19119,12234,12781,8198,5813
5722,4339,7507,13254,12657,12506
15435,14418,1847,16339,8850,912
8773,22220,2849,10633,20949,10074
10405,552,14082,19677,21218,18351
6562,4763,16746,9676,11482,4271
21807,349,6976,17127,16997,13644
10396,13277,20743,20203,17851,16739
15074,12540,20094,15901,6479,21494
18634,12586,19717,3712,19400,17518
5203,17850,17849,12179,16142,13418
12288,19711,20157,20996,19315,6911
16401,275,2927,6864,4793,19665
21085,13474,1730,5733,14109,7513
3635,5794,2811,16055,12641,6726
15386,1289,3770,14582,13216,9713
12662,5127,21205,6166,22313,16935
21821,14032,19241,11086,8771,15386
6743,17542,8519,21660,12576,6402
1700,15989,5309,4728,7438,20299
21863,8398,21103,12110,361,5142
19240,10321,15920,20297,16592,3390
9523,17511,18905,16738,19463,5110
16995,1493,2857,21833,2206,15250
19764,12320,21005,13983,20460,20674
19844,15392,11229,20543,9331,19129
5158,1927,20915,19350,4215,11965
19742,15459,13394,22093,16532,20808
13482,16576,10266,7296,3431,10799
1610,20108,17008,11363,4770,16526
16534,6644,3146,7338,8994,6052
7182,11008,10528,7370,15133,19473
1615,18995,18228,1247,14739,6965
11725,11409,5702,3534,8368,14702
2913,15945,20952,17748,11247,15384
4896,11611,16664,1382,14840,11820
9801,17336,2597,17037,15187,13264
1734,2518,18684,9998,16977,4395
3658,13519,5466,15863,19007,16416
14390,9214,11513,8419,20102,13409
17118,8305,6835,16276,20816,3616
1913,20806,20994,11023,15317,5661
1876,3734,1925,6653,15969,22180
4585,10150,18881,227,4167,7871
19192,20231,11751,16163,12057,4722
17230,16858,11051,10048,4682,16846
4596,1598,11839,5899,16502,17621
15800,10616,16850,21583,17571,15459
14241,20965,1041,14894,8350,17806
225,13728,9434,7955,7474,14626
14266,8473,4992,10988,675,22161
22027,9520,12962,18657,20955,17341
14575,7822,4721,7645,22130,6517
12342,17891,406,11486,4671,8643
12164,1781,7622,8541,19048,12969
14905,20563,5120,7523,21901,11099
3604,15335,12549,20981,13847,4235
14250,9010,17102,10350,5901,8092
8255,6954,1020,13540,397,10686
11818,6227,3863,18318,19517,3949
2788,12244,7841,1865,12893,4973
18151,2013,154,13228,5904,3620
21363,20794,9864,11036,837,13520
8072,5621,11742,16933,6678,10962
2680,2837,13795,16731,12404,19441
21676,21522,10558,13847,3040,14510
15541,8966,16269,13369,5209,6528
19297,14012,7677,11819,19442,12326
17368,6930,10935,5953,20552,14476
4500,277,7967,2931,3713,22060
9511,3118,2916,20216,19454,4932
18704,9224,3811,17228,19794,9138
16111,20756,15640,16792,6267,19411
8892,4353,13907,6883,21609,14241
18541,4494,12558,6987,4547,7224
9055,7677,15618,17145,11665,13760
10633,9466,6868,16127,18296,16473
21012,730,16456,20844,13843,15996
6673,4958,21327,19609,21747,3575
3246,10731,8699,16745,3983,438
18626,5781,16495,21164,15990,18531
9952,15063,496,18678,532,13841
369,7560,19770,397,467,12824
14963,10263,20271,18069,7346,288
6483,18896,13385,18070,12665,3366
7649,14959,2582,10348,9381,3498
15034,16500,1045,6245,17307,6301
10905,12576,17546,14661,6209,16610
11117,21756,13353,1806,7749,1040
14621,2683,5942,21588,13448,17304
7714,8869,18643,9272,17436,9441
15832,12776,3755,55,21312,3292
2931,452,6195,12402,6911,9393
7748,2298,7468,15712,16298,2238
8811,12374,11570,5459,13180,22379
21053,6219,10068,14076,20157,20124
20833,13278,1939,22023,5989,9419
17738,15340,18890,1214,2340,16961
10280,924,13120,16420,19036,22074
17502,3766,14803,2950,10534,6179
5336,17283,14472,16436,19402,14177
7707,22286,392,1592,14937,16238
5071,13089,18336,12491,9508,14482
16841,16287,20739,1573,15658,12248
14972,17361,15685,11053,6366,11016
9218,15109,17543,11332,3555,20943
19185,21472,8127,18255,16239,15357
5429,11350,17413,14144,9533,8554
16928,12429,7138,20877,3189,1867
8456,1411,6266,8185,5207,21886
755,3765,14326,11242,5166,15780
4265,4111,13257,17988,13304,14250
12424,17426,7004,9816,21938,17966
15957,9608,15469,1169,7453,5822
21106,7265,15775,12534,12389,7474
11496,20130,12749,16429,9929,20280
13938,5658,4207,2951,15708,1370
19751,4444,4565,2763,2735,3664
1119,18969,6225,2318,22182,4542
18101,3258,2470,6254,12360,2839
16320,319,18370,3246,2506,12869
9830,5411,22109,14619,149,18124
20116,5133,4078,21595,19585,14492
11549,17749,12880,4054,1738,6964
8365,20177,11864,21471,21327,1845
16460,19084,2999,14537,14909,2135
5083,1724,21246,6053,746,8723
19519,2610,15636,8544,3550,4931
18400,3300,4212,21065,8495,10664
20227,15156,11684,5895,15561,11880
11571,18667,6416,13294,13899,16616
14968,18963,13057,3788,14145,17702
16810,907,2755,18930,5952,11540
18602,11381,16100,10141,8946,7650
20144,3034,20707,2158,5824,13991
6697,8945,2269,14078,20821,1496
18707,18950,18901,20151,942,2898
20876,1707,3725,19204,7983,1308
4809,9941,10133,12676,16270,5517
13601,2500,6077,15660,7621,10090
3584,8393,11787,19582,5241,21174
16761,4988,17890,10854,12051,18740
15144,19365,1105,20330,3867,21717
895,12865,10852,4710,22100,7161
13710,10410,15418,14855,5969,1981
637,21663,6927,1747,19685,21677
12529,21731,12089,11061,12707,20136
6023,5342,15866,4040,9572,21421
2587,4370,16581,14375,3636,7414
11276,16407,17097,17122,17302,22357
2160,18883,13920,9049,8906,9955
15351,2598,11381,6128,12060,8590
11092,10249,11062,13860,5737,12546
7121,12543,18434,2149,10698,151
4228,15430,8157,15693,18550,7791
11154,17464,9848,12910,19278,9929
18067,16189,3416,10547,20674,19223
9355,11435,7716,12216,20272,560
11832,17929,9115,4321,15621,19841
11573,816,12993,7476,6211,16141
20013,13185,11705,17977,20948,12106
20852,21976,10128,10362,13043,4001
17826,3819,2154,3180,8039,20667
4982,5023,10294,21793,19503,12301
8940,15739,19786,14525,14716,1557
17049,10575,6110,9632,3617,11535
21746,3672,17294,8331,14023,2931
13661,15565,16316,2501,15661,9031
3450,8309,5298,11243,20856,14433
5875,18817,21897,18100,9214,14792
20243,4862,20727,9637,18933,13456
147,1185,4510,6239,7488,18800
16125,14872,12758,14066,2478,17484
16975,3801,9339,17730,11458,13417
16216,2128,22193,8857,20117,9080
